PRIME,TARGET,RELATIONSHIP,LEXICALITY,COR_ANS,target_lowercase
patrium,SHY,UNREL,W,f,shy
yelling,YELL,D_W,W,f,yell
petish,PET,D_PW,W,f,pet
sandwich,SAND,ND_W,W,f,sand
chipmunk,CHIP,ND_W,W,f,chip
batin,RIP,UNREL,W,f,rip
horned,HORN,D_W,W,f,horn
chucker,CHUCK,D_PW,W,f,chuck
plaintiff,PLAIN,ND_W,W,f,plain
dragon,DRAG,ND_W,W,f,drag
bullon,RISE,UNREL,W,f,rise
rats,RAT,D_W,W,f,rat
buckic,BUCK,D_PW,W,f,buck
bellow,BELL,ND_W,W,f,bell
trickle,TRICK,ND_W,W,f,trick
bandat,NOTE,UNREL,W,f,note
windy,WIND,D_W,W,f,wind
nicken,NICK,D_PW,W,f,nick
wallet,WALL,ND_W,W,f,wall
cashew,CASH,ND_W,W,f,cash
starsh,LAND,UNREL,W,f,land
marker,MARK,D_W,W,f,mark
tripize,TRIP,D_PW,W,f,trip
rocket,ROCK,ND_W,W,f,rock
single,SING,ND_W,W,f,sing
planch,SORT,UNREL,W,f,sort
sickly,SICK,D_W,W,f,sick
freeful,FREE,D_PW,W,f,free
pickle,PICK,ND_W,W,f,pick
funnel,FUN,ND_W,W,f,fun
turnim,HOPE,UNREL,W,f,hope
carless,CAR,D_W,W,f,car
boyed,BOY,D_PW,W,f,boy
mantel,MAN,ND_W,W,f,man
cry,ANP,PSEUDOW,PW,j,anp
dip,CUW,PSEUDOW,PW,j,cuw
ego,GEP,PSEUDOW,PW,j,gep
fin,NEP,PSEUDOW,PW,j,nep
gym,ROJ,PSEUDOW,PW,j,roj
hop,TRE,PSEUDOW,PW,j,tre
jab,AIB,PSEUDOW,PW,j,aib
mat,FAL,PSEUDOW,PW,j,fal
arch,JIR,PSEUDOW,PW,j,jir
band,FUT,PSEUDOW,PW,j,fut
bear,LUP,PSEUDOW,PW,j,lup
bias,HIB,PSEUDOW,PW,j,hib
bled,DRAN,PSEUDOW,PW,j,dran
blur,REAG,PSEUDOW,PW,j,reag
bond,TARU,PSEUDOW,PW,j,taru
bray,TIEP,PSEUDOW,PW,j,tiep
clip,PHIP,PSEUDOW,PW,j,phip
demo,DROS,PSEUDOW,PW,j,dros
disc,THET,PSEUDOW,PW,j,thet
drip,YEVY,PSEUDOW,PW,j,yevy
fern,FOEM,PSEUDOW,PW,j,foem
frog,ARPY,PSEUDOW,PW,j,arpy
gold,BAWP,PSEUDOW,PW,j,bawp
heap,COWP,PSEUDOW,PW,j,cowp
hill,ELGS,PSEUDOW,PW,j,elgs
jeep,FELN,PSEUDOW,PW,j,feln
join,PLUE,PSEUDOW,PW,j,plue
loop,GRAK,PSEUDOW,PW,j,grak
lurk,ICEA,PSEUDOW,PW,j,icea
mile,LAIP,PSEUDOW,PW,j,laip
obey,JOPE,PSEUDOW,PW,j,jope
pine,ZATE,PSEUDOW,PW,j,zate
prod,POAT,PSEUDOW,PW,j,poat
rust,OICY,PSEUDOW,PW,j,oicy
scar,PAIF,PSEUDOW,PW,j,paif
swat,SIFE,PSEUDOW,PW,j,sife
swim,SKOW,PSEUDOW,PW,j,skow
tail,TAMN,PSEUDOW,PW,j,tamn
crack,VUSH,PSEUDOW,PW,j,vush
digit,WEDE,PSEUDOW,PW,j,wede
faith,ZENE,PSEUDOW,PW,j,zene
flour,ANSO,PSEUDOW,PW,j,anso
glory,BOLY,PSEUDOW,PW,j,boly
minor,TALM,PSEUDOW,PW,j,talm
pitch,DIKO,PSEUDOW,PW,j,diko
razor,DUFE,PSEUDOW,PW,j,dufe
superb,EALT,PSEUDOW,PW,j,ealt
hail,PEEM,PSEUDOW,PW,j,peem
halt,BUCT,PSEUDOW,PW,j,buct
hawk,EACK,PSEUDOW,PW,j,eack
lamb,JARK,PSEUDOW,PW,j,jark
lawn,OASY,PSEUDOW,PW,j,oasy
neat,LEBS,PSEUDOW,PW,j,lebs
nest,REEN,PSEUDOW,PW,j,reen
pile,SELY,PSEUDOW,PW,j,sely
plot,HILE,PSEUDOW,PW,j,hile
plug,HARS,PSEUDOW,PW,j,hars
robe,BOKY,PSEUDOW,PW,j,boky
root,CLAR,PSEUDOW,PW,j,clar
rode,HUBE,PSEUDOW,PW,j,hube
ruby,KECK,PSEUDOW,PW,j,keck
shed,BEAGS,PSEUDOW,PW,j,beags
silk,LONUS,PSEUDOW,PW,j,lonus
slap,FUOYS,PSEUDOW,PW,j,fuoys
bare,CAVEB,PSEUDOW,PW,j,caveb
barn,CHOCT,PSEUDOW,PW,j,choct
bass,POLDS,PSEUDOW,PW,j,polds
beam,RYNIC,PSEUDOW,PW,j,rynic
order,DOMUD,PSEUDOW,PW,j,domud
shoot,EDGUS,PSEUDOW,PW,j,edgus
touch,EWACT,PSEUDOW,PW,j,ewact
crack,ENPEL,PSEUDOW,PW,j,enpel
faith,FILNY,PSEUDOW,PW,j,filny
flour,GODRY,PSEUDOW,PW,j,godry
glory,HOVVY,PSEUDOW,PW,j,hovvy
minor,IBEAS,PSEUDOW,PW,j,ibeas
pitch,KNEOS,PSEUDOW,PW,j,kneos
razor,RONER,PSEUDOW,PW,j,roner
superb,FEACT,PSEUDOW,PW,j,feact
digit,FETACH,PSEUDOW,PW,j,fetach
