PRIME,TARGET,RELATIONSHIP,LEXICALITY,COR_ANS,target_lowercase
shoot,EDGUS,PSEUDOW,PW,j,edgus
touch,EWACT,PSEUDOW,PW,j,ewact
crack,ENPEL,PSEUDOW,PW,j,enpel
faith,FILNY,PSEUDOW,PW,j,filny
flour,GODRY,PSEUDOW,PW,j,godry
glory,HOVVY,PSEUDOW,PW,j,hovvy
minor,IBEAS,PSEUDOW,PW,j,ibeas
pitch,KNEOS,PSEUDOW,PW,j,kneos
razor,RONER,PSEUDOW,PW,j,roner
superb,FEACT,PSEUDOW,PW,j,feact
digit,FETACH,PSEUDOW,PW,j,fetach
